ComunidadAutonoma,Provincia,NombreAyuntamiento,WebAyuntamiento,ContieneAccesibilidad
Castilla - La Mancha,Guadalajara,Ayuntamiento de Torija,https://torija.com,N
Castilla - La Mancha,Guadalajara,Ayuntamiento de Tórtola de Henares,https://tortoladehenares.es,N
Castilla - La Mancha,Guadalajara,Ayuntamiento de Trijueque,http://www.trijueque.es,N
Castilla - La Mancha,Guadalajara,Ayuntamiento de Trillo,http://www.trillo.es,N
Castilla - La Mancha,Guadalajara,Ayuntamiento de Uceda,http://www.uceda.es,N
Castilla - La Mancha,Guadalajara,Ayuntamiento de Valdearenas,http://www.valdearenas.es,N
Castilla - La Mancha,Guadalajara,Ayuntamiento de Valdeaveruelo,https://www.valdeaveruelo.com,N
Castilla - La Mancha,Guadalajara,Ayuntamiento de Valdenuño Fernandez,https://www.valdenunofernandez.com,N
Castilla - La Mancha,Guadalajara,Ayuntamiento de Viana de Jadraque,https://www.vianadejadraque.es,N
Castilla - La Mancha,Guadalajara,Ayuntamiento de Yunquera de Henares,https://www.yunqueradehenares.com,N
Castilla - La Mancha,Guadalajara,Ayuntamiento de Zorita de Los Canes,http://www.zoritadeloscanes.com,N
Castilla - La Mancha,Toledo,Ayuntamiento de Ajofrín,http://www.ajofrin.es,N
Castilla - La Mancha,Toledo,Ayuntamiento de Alameda de La Sagra,http://www.aytoalamedasagra.com,S
Castilla - La Mancha,Toledo,Ayuntamiento de Alcañizo,http://www.alcanizo.org,N
Castilla - La Mancha,Toledo,Ayuntamiento de Alcolea de Tajo,https://www.alcoleadetajo.com,N
Castilla - La Mancha,Toledo,Ayuntamiento de Almonacid de Toledo,http://www.almonaciddetoledo.es,S
Castilla - La Mancha,Toledo,Ayuntamiento de Almorox,http://www.almorox.es,N
Castilla - La Mancha,Toledo,Ayuntamiento de Añover de Tajo,http://anoverdetajo.es,N
Castilla - La Mancha,Toledo,Ayuntamiento de Argés,http://arges.es,N
Castilla - La Mancha,Toledo,Ayuntamiento de Aricóllar,https://www.aytoarcicollar.es,N
Castilla - La Mancha,Toledo,Ayuntamiento de Barcience,https://barcience.com,N
Castilla - La Mancha,Toledo,Ayuntamiento de Bargas,https://www.bargas.es,N
Castilla - La Mancha,Toledo,Ayuntamiento de Belvís de La Jara,http://www.belvisdelajara.org,N
Castilla - La Mancha,Toledo,Ayuntamiento de Borox,https://www.ayuntamientodeborox.com,N
Castilla - La Mancha,Toledo,Ayuntamiento de Buenaventura,https://aytobuenaventura.es,N
Castilla - La Mancha,Toledo,Ayuntamiento de Burguilos de Toledo,http://www.burguillosdetoledo.org,S
Castilla - La Mancha,Toledo,Ayuntamiento de Burujón,http://www.burujon.es,N
Castilla - La Mancha,Toledo,Ayuntamiento de Cabañas de La Sagra,http://www.cabanasdelasagra.com/,N
Castilla - La Mancha,Toledo,Ayuntamiento de Calera y Chozas,http://www.caleraychozas.com,N
Castilla - La Mancha,Toledo,Ayuntamiento de Caleruela,http://www.caleruela.org,N
Castilla - La Mancha,Toledo,Ayuntamiento de Camarenilla,http://www.aytocamarenilla.org,N
Castilla - La Mancha,Toledo,Ayuntamiento de Carmena,http://ayuntamientocarmena.com,N
Castilla - La Mancha,Toledo,Ayuntamiento de Carranque,http://www.carranque.es/portal/,N
Castilla - La Mancha,Toledo,Ayuntamiento de Casarrubios del Monte,http://www.casarrubiosdelmonte.es/,N
Castilla - La Mancha,Toledo,Ayuntamiento de Cazalegas,http://www.cazalegas.es,N
Castilla - La Mancha,Toledo,Ayuntamiento de Cebolla,http://www.diputoledo.es/global/areas/turismo/muni,N
Castilla - La Mancha,Toledo,Ayuntamiento de Cedillo del Condado,https://cedillodelcondado.es,N
Castilla - La Mancha,Toledo,Ayuntamiento de Cobeja,http://www.diputoledo.es/global/areas/turismo/muni_datos.,N
Castilla - La Mancha,Toledo,Ayuntamiento de Cobisa,http://www.cobisa.es,N
Castilla - La Mancha,Toledo,Ayuntamiento de Corral de Almaguer,http://www.corraldealmaguer.es,N
Castilla - La Mancha,Toledo,Ayuntamiento de Cuerva,https://cuerva.es,N
Castilla - La Mancha,Toledo,Ayuntamiento de Domingo Pérez,https://www.diputoledo.es/global/11/50/169/dir_municipios/D/45058,S
Castilla - La Mancha,Toledo,Ayuntamiento de El Casar de Escalona,http://casarescalona.es,N
Castilla - La Mancha,Toledo,Ayuntamiento de El Real de San Vicente,http://www.elrealdesanvicente.es,N
Castilla - La Mancha,Toledo,Ayuntamiento de El Romeral,http://elromeraltoledo.es,N
Castilla - La Mancha,Toledo,Ayuntamiento de El Toboso,https://eltoboso.es,N
Castilla - La Mancha,Toledo,Ayuntamiento de El Viso de San Juan,http://www.elvisodesanjuan.es,N
Castilla - La Mancha,Toledo,Ayuntamiento de Escalona,http://www.escalona.es,N
Castilla - La Mancha,Toledo,Ayuntamiento de Fuensalida,http://www.fuensalida.com,N
Castilla - La Mancha,Toledo,Ayuntamiento de Gálvez,https://ayto-galvez.es,N
Castilla - La Mancha,Toledo,Ayuntamiento de Gerindote,https://gerindote.wordpress.com,N
Castilla - La Mancha,Toledo,Ayuntamiento de Guadamur,https://www.guadamur.es,N
Castilla - La Mancha,Toledo,Ayuntamiento de Herreruela de Oropesa,http://herrerueladeoropesa.org,N
Castilla - La Mancha,Toledo,Ayuntamiento de Hinojosa de San Vicente,https://www.hinojosadesanvicente.com,N
Castilla - La Mancha,Toledo,Ayuntamiento de La Calzada de Oropesa,http://www.lacalzadadeoropesa.es,N
Castilla - La Mancha,Toledo,Ayuntamiento de La Iglesuela del Tiétar,http://www.laiglesuela.es/index2.cfm,N
Castilla - La Mancha,Toledo,Ayuntamiento de La Mata,http://www.ajuntamentdelamata.es,S
Castilla - La Mancha,Toledo,Ayuntamiento de La Nava de Ricomalillo,https://www.lanavadericomalillo.info/,N
Castilla - La Mancha,Toledo,Ayuntamiento de La Puebla de Almoradiel,https://lapuebladealmoradiel.es,N
Castilla - La Mancha,Toledo,Ayuntamiento de La Puebla de Montalban,http://www.pueblademontalban.com/,N
Castilla - La Mancha,Toledo,Ayuntamiento de La Villa de Don Fadrique,http://www.villadonfadrique.com,N
Castilla - La Mancha,Toledo,Ayuntamiento de Lagartera,http://www.lagartera.es,N
Castilla - La Mancha,Toledo,Ayuntamiento de Las Ventas de Retamosa,http://www.lasventasderetamosa.es,N
Castilla - La Mancha,Toledo,Ayuntamiento de Layos,http://www.layos.org,N
Castilla - La Mancha,Toledo,Ayuntamiento de Lominchar,http://www.lominchar.es,N
Castilla - La Mancha,Toledo,Ayuntamiento de Los Yébenes,https://www.losyebenes.es,N
Castilla - La Mancha,Toledo,Ayuntamiento de Madridejos,http://www.madridejos.es,S
Castilla - La Mancha,Toledo,Ayuntamiento de Magán,http://www.magan.es,N
Castilla - La Mancha,Toledo,Ayuntamiento de Malpica de Tajo,http://www.diputoledo.es/global/areas/turismo/muni,N
Castilla - La Mancha,Toledo,Ayuntamiento de Mascaraque,http://www.mascaraque.es,N
Castilla - La Mancha,Toledo,Ayuntamiento de Mazarambroz,https://aytomazarambroz.es,N
Castilla - La Mancha,Toledo,Ayuntamiento de Menasalbas,http://menasalbas.es,N
Castilla - La Mancha,Toledo,Ayuntamiento de Mentrida,http://www.mentrida.es,N
Castilla - La Mancha,Toledo,Ayuntamiento de Miguel Esteban,http://www.miguelesteban.es,N
Castilla - La Mancha,Toledo,Ayuntamiento de Mocejón,http://www.mocejon.es,S
Castilla - La Mancha,Toledo,Ayuntamiento de Mohedas de la Jara,http://www.mohedasdelajara.com,N
Castilla - La Mancha,Toledo,Ayuntamiento de Navalcán,http://www.navalcan.com,N
Castilla - La Mancha,Toledo,Ayuntamiento de Noblejas,http://www.noblejas.es,N
Castilla - La Mancha,Toledo,Ayuntamiento de Novés,http://www.noves.es,N
Castilla - La Mancha,Toledo,Ayuntamiento de Numancia de La Sagra,https://www.ayuntamientonumanciadelasagra.com,N
Castilla - La Mancha,Toledo,Ayuntamiento de Ocaña,http://www.ocana.es/,N
Castilla - La Mancha,Toledo,Ayuntamiento de Olias del Rey,http://www.oliasdelrey.es,N
Castilla - La Mancha,Toledo,Ayuntamiento de Orgaz,http://www.ayto-orgaz.es,N
Castilla - La Mancha,Toledo,Ayuntamiento de Palomeque,https://www.ayuntamientodepalomeque.es,N
Castilla - La Mancha,Toledo,Ayuntamiento de Pantoja,http://www.diputoledo.es/global/areas/turismo/muni,N
Castilla - La Mancha,Toledo,Ayuntamiento de Paredes de Escalona,https://paredesdeescalona.es,N
Castilla - La Mancha,Toledo,Ayuntamiento de Pepino,http://www.ayto-pepino.com,N
Castilla - La Mancha,Toledo,Ayuntamiento de Polán,http://aytopolan.es,N
Castilla - La Mancha,Toledo,Ayuntamiento de Quero,http://www.quero.es,N
Castilla - La Mancha,Toledo,Ayuntamiento de Quintanar de La Orden,https://quintanardelaorden.es,N
Castilla - La Mancha,Toledo,Ayuntamiento de Quismondo,http://www.diputoledo.es/global/areas/turismo/muni,N
Castilla - La Mancha,Toledo,Ayuntamiento de Recas,http://www.recas.es,S
Castilla - La Mancha,Toledo,Ayuntamiento de Rielves,http://www.aytorielves.es,N
Castilla - La Mancha,Toledo,Ayuntamiento de San Bartolomé de Las Abiertas,http://ayun-sanbartolomedelasabiertas.com,N
Castilla - La Mancha,Toledo,Ayuntamiento de San Martín de Montalbán,http://www.sanmartindemontalban.com,N
Castilla - La Mancha,Toledo,Ayuntamiento de San Pablo de Los Montes,http://www.aytosanpablodelosmontes.es,N
Castilla - La Mancha,Toledo,Ayuntamiento de San Román de Los Montes,http://www.sanromandelosmontes.es,N
Castilla - La Mancha,Toledo,Ayuntamiento de Santa Cruz de La Zarza,http://www.santacruzdelazarza.es,N
Castilla - La Mancha,Toledo,Ayuntamiento de Santa Cruz del Retamar,http://www.santacruzdelretamar.es,N
Castilla - La Mancha,Toledo,Ayuntamiento de Santa Olalla,http://www.santaolalla.es,N
Castilla - La Mancha,Toledo,Ayuntamiento de Santo Domingo Caudilla,http://santodomingo-caudilla.es,N
Castilla - La Mancha,Toledo,Ayuntamiento de Seseña,https://ayto-sesena.org,N
Castilla - La Mancha,Toledo,Ayuntamiento de Sonseca,http://www.sonseca.es,N
Castilla - La Mancha,Toledo,Ayuntamiento de Tembleque,http://www.diputoledo.es/global/areas/turismo/muni_datos.,N
Castilla - La Mancha,Toledo,Ayuntamiento de Toledo,https://www.toledo.es,S
Castilla - La Mancha,Toledo,Ayuntamiento de Torralba de Oropesa,https://www.torralbadeoropesa.org,N
Castilla - La Mancha,Toledo,Ayuntamiento de Torre de Esteban Hambrán,https://www.latorredestebanhambran.es,N
Castilla - La Mancha,Toledo,Ayuntamiento de Torrijos,http://www.torrijos.es,N
Castilla - La Mancha,Toledo,Ayuntamiento de Totanés,http://www.totanes.es,N
Castilla - La Mancha,Toledo,Ayuntamiento de Ugena,https://www.ugena.es,N
Castilla - La Mancha,Toledo,Ayuntamiento de Urda,http://www.urda.es,N
Castilla - La Mancha,Toledo,Ayuntamiento de Villacañas,http://www.aytovillacanas.com/,N
Castilla - La Mancha,Toledo,Ayuntamiento de Villaluenga de La Sagra,https://villaluengadelasagra.es,N
Castilla - La Mancha,Toledo,Ayuntamiento de Villamiel de Toledo,http://www.villamieldetoledo.com,N
Castilla - La Mancha,Toledo,Ayuntamiento de Villaminaya,https://es.wikipedia.org/wiki/Villaminaya,N
Castilla - La Mancha,Toledo,Ayuntamiento de Villamuelas,http://www.villamuelas.es,N
Castilla - La Mancha,Toledo,Ayuntamiento de Villanueva de Alcardete,http://www.villanuevadealcardete.es,N
Castilla - La Mancha,Toledo,Ayuntamiento de Villarejo de Montalbán,http://www.villarejodemontalban.com,N
Castilla - La Mancha,Toledo,Ayuntamiento de Villarrubia de Santiago,http://www.villarrubiadesantiago.es,N
Castilla - La Mancha,Toledo,Ayuntamiento de Villaseca de La Sagra,http://www.villasecadelasagra.es,N
Castilla - La Mancha,Toledo,Ayuntamiento de Villasequilla,https://www.villasequilla.com,N
Castilla - La Mancha,Toledo,Ayuntamiento de Yepes,http://www.yepes.es,N
Castilla - La Mancha,Toledo,Ayuntamiento de Yuncler,http://www.yuncler.com/,N
Castilla - La Mancha,Toledo,Ayuntamiento de Yuncos,https://www.yuncos.es,S
Castilla y León,Ávila,Ayuntamiento de Adanero,http://www.adanero.es,N
Castilla y León,Ávila,Ayuntamiento de Albornos,https://www.albornos.es,S
Castilla y León,Ávila,Ayuntamiento de Aldeanueva de Santa Cruz,http://www.aldeanuevadesantacruz.com,N
Castilla y León,Ávila,Ayuntamiento de Aldeaseca,http://www.aldeaseca.es,S
Castilla y León,Ávila,Ayuntamiento de Amavida,http://www.amavida.es,S
Castilla y León,Ávila,Ayuntamiento de Arevalillo,http://www.arevalillo.es,S
Castilla y León,Ávila,Ayuntamiento de Arévalo,https://www.arevalo.es,N
Castilla y León,Ávila,Ayuntamiento de Avellaneda,http://www.avellaneda.es,S
Castilla y León,Ávila,Ayuntamiento de Ávila,http://www.avila.es,S
Castilla y León,Ávila,Ayuntamiento de Barroman,https://www.barroman.es,S
Castilla y León,Ávila,Ayuntamiento de Becedas,https://www.becedas.es,S
Castilla y León,Ávila,Ayuntamiento de Becedillas,https://www.becedillas.es,S
Castilla y León,Ávila,Ayuntamiento de Bercial de Zapardiel,https://www.bercialdezapardiel.es,S
Castilla y León,Ávila,Ayuntamiento de Bernuy-Zapardiel,http://www.bernuyzapardiel.es,S
Castilla y León,Ávila,Ayuntamiento de Blascomillan,http://www.blascomillan.es,S
Castilla y León,Ávila,Ayuntamiento de Blasconuño de Matacabras,http://www.blasconunodematacabras.es,S
Castilla y León,Ávila,Ayuntamiento de Blascosancho,http://www.blascosancho.es,S
Castilla y León,Ávila,Ayuntamiento de Bohoyo,http://www.bohoyo.es,S
Castilla y León,Ávila,Ayuntamiento de Bonilla de La Sierra,http://www.ayto-bonilla.com,N
Castilla y León,Ávila,Ayuntamiento de Brabos,http://www.brabos.es,S
Castilla y León,Ávila,Ayuntamiento de Bularros,http://www.bularros.es,S
Castilla y León,Ávila,Ayuntamiento de Burgohondo,http://www.burgohondo.es,N
Castilla y León,Ávila,Ayuntamiento de Cabezas de Alambre,http://www.cabezasdealambre.es,S
Castilla y León,Ávila,Ayuntamiento de Cabezas del Pozo,http://www.cabezasdelpozo.es,S
Castilla y León,Ávila,Ayuntamiento de Cabezas del Villar,http://www.cabezasdelvillar.es,S
Castilla y León,Ávila,Ayuntamiento de Cabizuela,http://www.cabizuela.es,S
Castilla y León,Ávila,Ayuntamiento de Canales,http://www.canales.es,S
Castilla y León,Ávila,Ayuntamiento de Candeleda,https://ayuntamientocandeleda.es,N
Castilla y León,Ávila,Ayuntamiento de Cantiveros,http://www.cantiveros.es,S
Castilla y León,Ávila,Ayuntamiento de Cardeñosa,http://www.cardenosa.es,S
Castilla y León,Ávila,Ayuntamiento de Casas del Puerto,http://www.casasdelpuerto.es,S
Castilla y León,Ávila,Ayuntamiento de Casasola,http://www.casasola.es,S
Castilla y León,Ávila,Ayuntamiento de Casillas,http://www.casillas.es,N
Castilla y León,Ávila,Ayuntamiento de Castellanos de Zapardiel,http://www.blascomillan.es,S
Castilla y León,Ávila,Ayuntamiento de Cebreros,http://www.cebreros.es,N
Castilla y León,Ávila,Ayuntamiento de Cepeda La Mora,http://www.cepedalamora.es,S
Castilla y León,Ávila,Ayuntamiento de Chamartin,http://www.chamartin.es,S
Castilla y León,Ávila,Ayuntamiento de Cillán,http://www.cillan.es,S
Castilla y León,Ávila,Ayuntamiento de Cisla,http://www.cisla.es,S
Castilla y León,Ávila,Ayuntamiento de Colilla La,http://www.lacolilla.es,S
Castilla y León,Ávila,Ayuntamiento de Collado de Contreras,http://www.colladodecontreras.es,S
Castilla y León,Ávila,Ayuntamiento de Collado del Mirón,http://www.colladodelmiron.es,S
Castilla y León,Ávila,Ayuntamiento de Constanzana,http://www.constanzana.es,S
Castilla y León,Ávila,Ayuntamiento de Crespos,http://www.crespos.es,S
Castilla y León,Ávila,Ayuntamiento de Cuevas del Valle,http://www.cuevasdelvalle.es,S
Castilla y León,Ávila,Ayuntamiento de Diego del Carpio,http://www.diegodelcarpio.es,S
Castilla y León,Ávila,Ayuntamiento de Donjimeno,http://www.donjimeno.es,S
Castilla y León,Ávila,Ayuntamiento de Donvidas,http://www.donvidas.es,S
Castilla y León,Ávila,Ayuntamiento de El Barco de Ávila,https://www.aytobarcodeavila.com,N
Castilla y León,Ávila,Ayuntamiento de El Barraco,https://www.elbarraco.org,N
Castilla y León,Ávila,Ayuntamiento de El Bohodón,http://www.elbohodon.es,N
Castilla y León,Ávila,Ayuntamiento de El Hoyo de Pinares,http://www.elhoyodepinares.es,N
Castilla y León,Ávila,Ayuntamiento de El Losar del Barco,http://www.ellosardelbarco.es,S
Castilla y León,Ávila,Ayuntamiento de El Mirón,http://www.elmiron.es,S
Castilla y León,Ávila,Ayuntamiento de El Oso,http://www.eloso.es,N
Castilla y León,Ávila,Ayuntamiento de El Parral,http://www.elparral.es,S
Castilla y León,Ávila,Ayuntamiento de El Tiemblo,http://www.eltiemblo.es,N
Castilla y León,Ávila,Ayuntamiento de Espinosa de Los Caballeros,http://www.espinosadeloscaballeros.es,S
Castilla y León,Ávila,Ayuntamiento de Flores de Avila,http://www.floresdeavila.es,S
Castilla y León,Ávila,Ayuntamiento de Fontiveros,http://www.fontiveros.es,S
Castilla y León,Ávila,Ayuntamiento de Fresnedilla,https://www.fresnedilla.com,N
Castilla y León,Ávila,Ayuntamiento de Fresno El,http://www.elfresno.es,S
Castilla y León,Ávila,Ayuntamiento de Fuente El Sauz,http://www.fuenteelsauz.es,S
Castilla y León,Ávila,Ayuntamiento de Fuentes de Año,http://www.fuentesdeano.es,S
Castilla y León,Ávila,Ayuntamiento de Gallegos de Altamiros,http://www.gallegosdealtamiros.es,S
Castilla y León,Ávila,Ayuntamiento de Gallegos de Sobrinos,http://www.gallegosdesobrinos.es,S
Castilla y León,Ávila,Ayuntamiento de Garganta del Villar,http://www.gargantadelvillar.es,S
Castilla y León,Ávila,Ayuntamiento de Gemuño,http://www.gemuno.es,S
Castilla y León,Ávila,Ayuntamiento de Gil García,http://www.gilgarcia.es,S
Castilla y León,Ávila,Ayuntamiento de Gilbuena,http://www.gilbuena.es,S
Castilla y León,Ávila,Ayuntamiento de Gimialcón,http://www.gimialcon.es,S
Castilla y León,Ávila,Ayuntamiento de Gotarrendura,http://www.gotarrendura.es,N
Castilla y León,Ávila,Ayuntamiento de Grandes y San Martín,http://www.grandesysanmartin.es,S
Castilla y León,Ávila,Ayuntamiento de Guisando,http://www.guisando.es,N
Castilla y León,Ávila,Ayuntamiento de Gutierre-Muñoz,http://www.gutierremunoz.es,S
Castilla y León,Ávila,Ayuntamiento de Hernansancho,http://www.hernansancho.es,S
Castilla y León,Ávila,Ayuntamiento de Herradón de Pinares,http://www.herradondepinares.es,N
Castilla y León,Ávila,Ayuntamiento de Herreros de Suso,http://www.herrerosdesuso.es,S
Castilla y León,Ávila,Ayuntamiento de Higuera de Las Dueñas,http://www.higueradelasduenas.es,S
Castilla y León,Ávila,Ayuntamiento de Horcajo de Las Torres,http://www.horcajodelastorres.es,S
Castilla y León,Ávila,Ayuntamiento de Hoyocasero,http://www.hoyocasero.es,N
Castilla y León,Ávila,Ayuntamiento de Hoyorredondo,http://www.hoyorredondo.es,S
Castilla y León,Ávila,Ayuntamiento de Hoyos de Miguel Muñoz,http://www.hoyosdemiguelmunoz.es,S
Castilla y León,Ávila,Ayuntamiento de Hoyos del Collado,http://www.hoyosdelcollado.es,S
Castilla y León,Ávila,Ayuntamiento de Hoyos del Espino,http://www.hoyosdelespino.es,S
Castilla y León,Ávila,Ayuntamiento de Hurtumpascual,http://www.hurtumpascual.es,S
Castilla y León,Ávila,Ayuntamiento de Junciana,http://www.junciana.es,S
Castilla y León,Ávila,Ayuntamiento de La Adrada,https://www.laadrada.es,N
Castilla y León,Ávila,Ayuntamiento de La Aldehuela,http://www.aytolaaldehuela.com,N
Castilla y León,Ávila,Ayuntamiento de La Carrera,http://www.lacarrera.es,S
Castilla y León,Ávila,Ayuntamiento de La Hija de Dios,http://www.lahijadedios.es,S
Castilla y León,Ávila,Ayuntamiento de La Serrada,http://www.laserrada.es,S
Castilla y León,Ávila,Ayuntamiento de La Torre,http://www.latorre.es,S
Castilla y León,Ávila,Ayuntamiento de Langa,http://www.langa.es,S
Castilla y León,Ávila,Ayuntamiento de Lanzahíta,http://www.lanzahita.es,N
Castilla y León,Ávila,Ayuntamiento de Las Berlanas,http://www.lasberlanas.es,N
Castilla y León,Ávila,Ayuntamiento de Las Navas del Marqués,https://lasnavasdelmarques.es,N
Castilla y León,Ávila,Ayuntamiento de Los Llanos de Tormes,http://www.losllanosdetormes.es,S
Castilla y León,Ávila,Ayuntamiento de Madrigal de Las Altas Torres,http://www.madrigaldelasaltastorres.es,N
Castilla y León,Ávila,Ayuntamiento de Maello,http://www.maello.es,N
Castilla y León,Ávila,Ayuntamiento de Malpartida de Corneja,http://www.malpartidadecorneja.es,S
Castilla y León,Ávila,Ayuntamiento de Mamblas,http://www.mamblas.es,S
Castilla y León,Ávila,Ayuntamiento de Mancera de Arriba,http://www.manceradearriba.es,S
Castilla y León,Ávila,Ayuntamiento de Manjabalago,http://www.manjabalago.es,S
Castilla y León,Ávila,Ayuntamiento de Marlín,http://www.marlin.es,S
Castilla y León,Ávila,Ayuntamiento de Martiherrero,http://www.martiherrero.es,S
Castilla y León,Ávila,Ayuntamiento de Martínez,http://www.martinez.es,S
Castilla y León,Ávila,Ayuntamiento de Medinilla,http://www.medinilla.es,N
Castilla y León,Ávila,Ayuntamiento de Mengamuñoz,http://www.mengamunoz.es,S
Castilla y León,Ávila,Ayuntamiento de Mesegar de Corneja,http://www.mesegardecorneja.es,S
Castilla y León,Ávila,Ayuntamiento de Mijares,http://www.mijares.es,N
Castilla y León,Ávila,Ayuntamiento de Mirueña de Los Infanzones,http://www.miruenadelosinfanzones.es,S
Castilla y León,Ávila,Ayuntamiento de Mombeltran,https://www.mombeltran.es,N
Castilla y León,Ávila,Ayuntamiento de Monsalupe,http://www.monsalupe.es,S
Castilla y León,Ávila,Ayuntamiento de Moraleja de Matacabras,http://www.moralejadematacabras.es,S
Castilla y León,Ávila,Ayuntamiento de Muñana,http://www.munana.es,S
Castilla y León,Ávila,Ayuntamiento de Muñico,http://www.munico.es,S
Castilla y León,Ávila,Ayuntamiento de Muñogrande,http://www.munogrande.es,S
Castilla y León,Ávila,Ayuntamiento de Muñomer del Peco,http://www.munomerdelpeco.es,S
Castilla y León,Ávila,Ayuntamiento de Muñopepe,http://www.munopepe.es,S
Castilla y León,Ávila,Ayuntamiento de Muñosancho,http://www.munosancho.es,S
Castilla y León,Ávila,Ayuntamiento de Muñotello,http://www.munotello.es,S
Castilla y León,Ávila,Ayuntamiento de Narrillos del Álamo,http://www.narrillosdelalamo.es,S
Castilla y León,Ávila,Ayuntamiento de Narrillos del Rebollar,https://www.narrillosdelrebollar.es,S
Castilla y León,Ávila,Ayuntamiento de Narros de Saldueña,http://www.narrosdesalduena.es,S
Castilla y León,Ávila,Ayuntamiento de Narros del Castillo,http://www.narrosdelcastillo.es,S
Castilla y León,Ávila,Ayuntamiento de Narros del Puerto,http://www.narrosdelpuerto.es,S
Castilla y León,Ávila,Ayuntamiento de Nava de Arévalo,http://www.navadearevalo.es,S
Castilla y León,Ávila,Ayuntamiento de Nava del Barco,http://www.navadelbarco.es,S
Castilla y León,Ávila,Ayuntamiento de Navacepedilla de Corneja,http://www.navacepedilladecorneja.es,S
Castilla y León,Ávila,Ayuntamiento de Navadijos,http://www.navadijos.es,S
Castilla y León,Ávila,Ayuntamiento de Navaescurial,http://www.navaescurial.es,S
Castilla y León,Ávila,Ayuntamiento de Navahondilla,http://www.navahondilla.es,S
Castilla y León,Ávila,Ayuntamiento de Navalacruz,https://www.navalacruz.es,S
Castilla y León,Ávila,Ayuntamiento de Navalonguilla,http://www.navalonguilla.es,S
Castilla y León,Ávila,Ayuntamiento de Navalosa,http://www.navalosa.es,S
Castilla y León,Ávila,Ayuntamiento de Navalperal de Pinares,http://www.navalperaldepinares.es,N
Castilla y León,Ávila,Ayuntamiento de Navaluenga,http://www.navaluenga.es,N
Castilla y León,Ávila,Ayuntamiento de Navaquesera,http://www.navaquesera.es,S
Castilla y León,Ávila,Ayuntamiento de Navarredondilla,http://www.navarredondilla.es,S
Castilla y León,Ávila,Ayuntamiento de Navarrevisca,http://www.navarrevisca.es,N
Castilla y León,Ávila,Ayuntamiento de Navatalgordo,http://www.navatalgordo.es,S
Castilla y León,Ávila,Ayuntamiento de Navatejares,http://www.navatejares.es,S
Castilla y León,Ávila,Ayuntamiento de Neila de San Miguel,http://www.neiladesanmiguel.es,S
Castilla y León,Ávila,Ayuntamiento de Niharra,http://www.niharra.es,S
Castilla y León,Ávila,Ayuntamiento de Orbita,http://www.orbita.es,S
Castilla y León,Ávila,Ayuntamiento de Pajares de Adaja,http://www.pajaresdeadaja.es,S
Castilla y León,Ávila,Ayuntamiento de Palacios de Goda,http://www.palaciosdegoda.es,S
Castilla y León,Ávila,Ayuntamiento de Papatrigo,http://www.papatrigo.es,S
Castilla y León,Ávila,Ayuntamiento de Pascualcobo,http://www.pascualcobo.es,S
Castilla y León,Ávila,Ayuntamiento de Pedro Bernardo,http://www.pedrobernardo.es,N
Castilla y León,Ávila,Ayuntamiento de Pedro Rodríguez,http://www.pedrorodriguez.es,S
Castilla y León,Ávila,Ayuntamiento de Peguerinos,http://www.peguerinos.es,S
Castilla y León,Ávila,Ayuntamiento de Peñalba de Ávila,http://www.penalbadeavila.es,S
Castilla y León,Ávila,Ayuntamiento de Piedrahita,http://www.piedrahita.es,N
Castilla y León,Ávila,Ayuntamiento de Piedralaves,http://www.piedralaves.es,S
Castilla y León,Ávila,Ayuntamiento de Poveda,http://www.poveda.es,S
Castilla y León,Ávila,Ayuntamiento de Poyales del Hoyo,http://www.poyalesdelhoyo.es,S
Castilla y León,Ávila,Ayuntamiento de Pozanco,http://www.pozanco.es,S
Castilla y León,Ávila,Ayuntamiento de Pradosegar,http://www.pradosegar.es,S
Castilla y León,Ávila,Ayuntamiento de Puerto Castilla,http://www.puertocastilla.es,N
Castilla y León,Ávila,Ayuntamiento de Rasueros,http://www.rasueros.es,S
Castilla y León,Ávila,Ayuntamiento de Riocabado,http://www.riocabado.es,S
Castilla y León,Ávila,Ayuntamiento de Riofrio,http://www.riofrio.es,S
Castilla y León,Ávila,Ayuntamiento de Rivilla de Barajas,http://www.rivilladebarajas.es,N
Castilla y León,Ávila,Ayuntamiento de Salobral,http://www.salobral.es,S
Castilla y León,Ávila,Ayuntamiento de Salvadiós,http://www.salvadios.es,S
Castilla y León,Ávila,Ayuntamiento de San Bartolomé de Bejar,http://www.sanbartolomedebejar.es,S
Castilla y León,Ávila,Ayuntamiento de San Bartolomé de Corneja,http://www.sanbartolomedecorneja.es,S
Castilla y León,Ávila,Ayuntamiento de San Bartolomé de Pinares,http://www.sanbartolomedepinares.es,S
Castilla y León,Ávila,Ayuntamiento de San Esteban de Los Patos,http://www.sanestebandelospatos.es,S
Castilla y León,Ávila,Ayuntamiento de San Esteban de Zapardiel,http://www.sanestebandezapardiel.es,S
Castilla y León,Ávila,Ayuntamiento de San Esteban del Valle,http://www.sanestebandelvalle.es,N
Castilla y León,Ávila,Ayuntamiento de San García de Ingelmos,http://www.sangarciadeingelmos.es,S
Castilla y León,Ávila,Ayuntamiento de San Juan de Gredos,https://www.sanjuandegredos.com,N
Castilla y León,Ávila,Ayuntamiento de San Juan de La Encinilla,http://www.sanjuandelaencinilla.es,S
Castilla y León,Ávila,Ayuntamiento de San Juan de La Nava,http://sanjuandelanava.org,N
